"Product_Name","texts"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","nice phone for the price."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I bought 3 iphone 4s 16 gb ... 2 are works great ... but one of them doesnt charge well and the problem is not from the charger ... the problem from the phone entry slot . i deal with amazon and gave me 20 USD as a refund and im happy for it ... now I will fix my phone ... thanks"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","iPhone claimed it was unlocked but it wasn't"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very good conditions and it's working great"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It is unlocked. It's an Iphone. It works."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I am so pleased with my order and phone. It arrived quicker than they said and is working great!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It couldn't send or receive mms"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone works perfectly"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","excellent"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The woman who hates technological changes really loves the upgrades from 4 to 4S. There are nice little things, that maybe did not need to be done, but they are great. Yet so many things are exactly as they were before. No crazy upgrades or learning curves. I maybe sold on iPhones for life. I will admit my most favorite upgrade from the 4 is that I get emojis-- and I JUST Love having emojis and not having to make them up from characters."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Instruction book would be nice to see what this phone has to offer and how to use I am 73 yrs old and It would be nice to know what my phonehas to offer to where I can rate this a 5 star. I could have gone with the JITTERBUG instead without bells and whistles for a lot less. I know thephone that was sent does a lot of good things but since I don't have a book to tell me what this phone can do I'm right back to the Jitterbug.It's just OK"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","So far there has been no problem with it what so ever."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The battery doesn't lasts. Wifi is not functional, I can't connect to a router. Only 3G/LTE."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It did not get here when it was supposed to, it was a week late. When it did get here it did not work properly and had to send it back."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very nice"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I'm so glad with this order about everything, from the product to its price and delivery time as well. Strongly recommended."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","My iPhone 4S Unlocked was received on time and was packaged like a brand new phone. It was unlocked as advertised. I was able to activate it with my new SIM chip without any problems. It had to be setup like a new phone. We are very pleased and would recommend this phone."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Quick delivery, no issues"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Wi-Fi did not work and battery would not hold charge. This unit was supposed to be re-certified guaranteed"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very good phone. I highly recommend it for interested buyers"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I do like it, it is so comfortable and exactly unlock."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Never again. Bought this phone went to go activate it to find out I purchased a stolen phone and my carrier wouldn't activate it. I had to bribe the kid $40 to finally activate it. I tried to get a credit . I got nothing but a headache. Very disappointed."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Exactly as advertised."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","What I wanted. On time."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I gave this phone to my wife as a present and she loves it - works excellent!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","very good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The charger isn't working. And the battery life is also not good."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Arrived on time with charger unlocked just popped my sims card in and was in use no issues also ordered two more for my daughters"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Even though the description says this refurbed phone was unlocked, we wasted an hour in the Verizon store trying to get it activated. What a waste of time."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It's like a new iPhone. The iPhone has no sign weariness, and it's working perfectly. Battery in good shape lasting for a day or two."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","works great."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Sneaky, asked for a new device sends any user device does not workDelays in delivery time."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","phone was great in mint condition works well"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone is in perfect condition, it's a little slow but probably only because it's a later version of iPhone"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","On time and not other relevant comment."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great product, great price, excellent conditions!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","so much for my 90 day warranty. Had my phone for less than 60days and now doesn't work. get what you pay for. amazon didn't help at all. buyer beware"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Was a ""Fulfilled by Amazon"" item. I wanted to use it on T-Mobile which is on the GSM network. Phone is described as working on T-Mobile and ATT. It is also described to NOT work on Verizon. The label on the back of the phone indicates it is a Verizon Wireless phone.I'm not taking the chance of having compatibility issue so it will be returned."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Gracias, excelente."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","A month after getting this phone the wifi just shut off and can not be turned back on...therefore anything I want to do on this phone has to run off my data plan.. It's terrible and I'm very unsatisfied with this product!!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","👍"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I bought this iPhone 4S white, certified refurbished by BuySPRY and Fulfilled by Amazon, and a week after I started to use it, the screen became wrong, stripped and then turn black. I am in Argentina, so I don't know what to do, because it doesn't work, but I have no where to claim for a change. I would like an answer for this. Thank you."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Tried to activate with Verizon, they said it could not be activated on their network. I have to conclude it is not an unlocked phone, notwithstanding the product description."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",NA
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The wifi is not work."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","HAD THE PHONE FOR 5 WEEKS AND THE PHONE IS DEAD! TOO LATE TO RETURN OR EXCHANGE IT! Good way to get my money!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It completely failed. When I inserted the new SIM card, it did not work. I had specifically asked for an unblocked phone that I could use during my trip to Tabzania,and I had to buy a phone there instead. A total waste of money."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone delivered on time and in excellent condition. I was able to activate it completely on my own and it is working fine. A fifth star would have been merited except somewhat degraded battery performance. Overall I consider it a very good purchase."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Love it!! Will purchase iPhone 5 from Amazon as soon as I have the money!!!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","i boutght two of this... one came in OK condition... The other one comes with scratches and with a battery that wont last 1 hour... i am very dissapointed."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Got here a day early, however the battery would constantly act up, the phone would shut off and say it was dead, it over heated and lastly--it just stopped sending texts. Returning asap."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This product was really good ..."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It was in a extremely wonderful working condition, and exceed my expectation. Awesome!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Perfect shape, works like brand new. Good price, very happy!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent product quality, almost brand new as describe by seller"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Won't stay charged and screen had a nice scratch in to plus chips off the bottom of the phone where it's been dropped a few times.. Supposed to be refurbished but all that was done was factory reset..."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The only reason I gave it 2 stars was because it was in good physical condition. The phone would not activate or even recognize a AT&T signal. Not unlocked and not useful. Sent back and gave up after reading endless other negative reviews. These used phone peddlers are definitely the bad apples in Amazons barrel."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It's not working properly I want to return it"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I like it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent product. It looked brand new and worked like a charm. No complaints so far."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone has issues with the text part it deletes texts after a bit and won't put up notifications when I do get texts its a big pos sorry I bought I don't recommend buying anything from the seller"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This is what I wanted."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Junk!!!Worked perfectly for just over a month. Went to a customers place where they usually call me. I was informed that I she had called me many times and got my voice mail. Phone turned off and I had to do a hard reset several times and it started and seemed to work perfectly but as I stood in the customers living room I had her call me. Phone never rang and went straight to voice mail but I never got a voice mail. Called T-Mobile and they said check my blocked list -not there. Somehow some the numbers got changed in directory including this person. Corrected number called her then she could call me. After that phone died again. Did hard reset and got it going again.Enough of that nonsense. Put SIM card back in old Iphone 4 and lo and behold up came all the voice messages from the person in question - seven of them. I didn't lose a customer but came very close. Now this phone works (after another hard reset) for everything a SIM card isn't needed for like computer, Siri. Everything except what you use a regular phone for. This is another example of ""The sweetness of a cheap deal is long forgotten in the bitterness of a bad deal""."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This phone works perfectly. I actually bought it for my grandson to watch pbs kids without using our phones."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Really good, grate smartphone"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great value!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Its ok"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent condition. Works great."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Works great. I develop apps for cell phones so I didn't need to subscribe this unit to a carrier. I'm completely satisfied my needs."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It was in good condition and worked excellent when I traveled overseas"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Works as advertised, and the battery performs like new."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great product !"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Tends to have problem with the battery due to is a Refurbish phone, but it works perfectly"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I'm not an Apple fan but a friend of mine suggested i get this phone for my temporal use and so i did.I have only spent a few hours with it since activation but i can tell you already that i like what i have experienced so far,Especially the battery life,How it quickly connects up to the internet and loads the page up in no time.I am not sure yet if i will use most of its features but i don't regret the choice i made.It came unlocked as posted on the site and i had no issues at all activating it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","battery failure , which did not even last an hour.I want a compensation for the expense that I have to make now for the replacement of the battery."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Bought for my teenage daughter is works as described she is very happy with it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","OK..Did not come with SIM card slot pin.Did not come with ""includes all original accessories"" as stated in the product description.The included charger is cheaply made.Has some scratches."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Described us it is👍"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excelent!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I do not speak English"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very nice"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Thanks for sending genuine product. It is working excellent condition"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It works in my countryIt does not comes with accessories and original boxIt comes US charger Adapter not with Europe standard"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","iPhone looks new ,it works in my countryIt does not comes with complete accessories and original boxCharger adapter US standard not EUROPE, I have to buy Europe standard charger adapter"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","False advertisement. Phone is not unlocked."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This iphone 4S 16GB is not good what i was expected. the product have several Problems, like sensor button is not working, there are scratches on front side. and also i didn't receive the ear-hones with my phone., and also when I'm calling the phone got hanged.I'm a loyal customer to Amazon, but i have ever received this kinda product before. very dis-pointed.:("
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I looked for a refurbished iphone 4s coz i know its hard to find a brand new this time. So as expected it came with all the accesories with the phone but sad to say it does'nt meet my expectation coz i notice they send me the wrong usb cable. It's for the iphone 5 and so on not for the 4s, so i just find some old cable of mine and there my phone works good but after a few days the charger itself are busted and does'nt charge anymore. So again i have to find a solution by myself. Hope the phone will not die soon like the charger that i have."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Received this phone and it is not completely unlocked. It is only unlocked to AT&T"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone wasn't working good at all. Be full charge and it dies any secound even 100%."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great product met all my expectationsWould buy again 5 stars"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Extremely disappointed.I purchased the phone as unlocked. It had ATT label on the box and did not read my SIM card. I called and got a replacement which was no different than the first one (also locked). The overall quality of the phone is bad and the charger parts do not fit properly into each other. The first one I charged over night and the battery emptied out after few hours without any use! (as the phone was not even activated!!)I also had problems with the shipping company. They do not stick to the hours they post on the website. They told me the item was delivered when it was still on its way!Now after wasting four days between the first one and the replacement, I will have to go through the headache of returning the 2 phones."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Love it! Came in pristine condition, meets all criteria. Excellent service and value!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","We bought this so we could use the TruLink for hearing aids. The iphone will not sync to the Starkey aid as it should. I expected better from Amazon. This lick was why we bought the phone."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The product was like brand new and has worked great since I first activated. I am very pleased with the product and it arrived ahead of schedule which makes it even better. Very pleased with my purchase."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Works great. Just as expected."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","So great that I thought it was brand new. Great working phone"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Liberado ? Unlocked??"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Like new one. Perfect condititons, great funtions.."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Had to return as it was not ""unlocked"" ... would only work with AT&T ....."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","As advertised, arrived quickly. Thanks."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Not happy at all, I am returning the phone. It's not compatible with Verizon ! Waited a week for the phone to go to my store to activate and use and it's only compatible with ATT"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Originally, I was unsure about this phone as the reviews aren't great. However, my phone came in great condition and so far am not having problems with it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Problem of battery or phone ??? Obligate to charge it 4 or 5 time a day and the battery indicate 80% one minute later it 30% and when you plug it one second indicate charge 60%"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Super"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","very disapointed"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great purchase!!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I bought this phone and I sent it to my sister in venezuela and she can't use it because IT'S NOT UNLOCKED. How can I solve this?"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Nice phone. Works great."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone looked worn and had lots of stratches. Bad condition - unacceptable."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","APPLE WAS SAID TO BE UNLOCKED BUT WAS NOT."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Probably used, some buttons does not work. Overall very slow.This is not a new 4S"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The charge cable of one device is not working"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent, Im venezuela, 3G Movistar and Ios 9.2 very nice"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Hello! I am not fully satisfied with this items. one of the phone Home button is difficult to operate. In addition to this any of these phone not complete set.I didn't get earphone(ear plug) for any of them. Do you think , it is acceptable?"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Got a side scratched product with a replaced back-case. It is a Verizon unlocked device and has so far functioned quite well. Not exactly new-looking and new-functioning. I guess refurbished comes with it's own descriptions.UPDATE: 1 month using the phone and just 2 days done with my return window. The phone has started dying out on battery. I would recommend you run diagnostics through some app immediately after you get this or this is a piece of junk packed in a new clothes."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Do Not BUY!!!NOT UNLOCKED. Why would Amazon even put up with this?"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","gooooood"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","no sim card...weak"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It has glitches"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It has line in the screen, at times I can't see anything"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It's a like new product! Perfect!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","While the phone was unlocked, it is not capable of getting a wi-fi signal which means it is constantly using my data plan. Wish I hadn't bought this."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I should of listened to everyone else that said the battery is terrible. It dies within an hour after a full charge."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","works excelent, no problems,only had to update it and works good with tmobile."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The appearance of the phone is excellent , like new. The battery life is good. It had a Verizon related sticker on the back but it is indeed unlocked. It is a GSM phone. I took it to Mexico to use there and got a SIM and number from Telcel without any problems. It works very well."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","My daughter saved her money to buy this and she is extremely happy with it"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Im havimg issues with the hone cause the button sont work and its slow"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Terrible product. Battery life is weak, keyboard freezes."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Producet came very right but the batery was not so good unfortunely."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Love it so far"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It was ok when i first purchased it but after a few months it started to freeze a lot of times."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I bought 5 unlocked phones, it turns out only 4 phones were unlocked."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent Product"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","it wasn't unlocked it was Verizon"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone not unlock"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","nice product! delivered in the time!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good job ."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Though the product is good but the battery worked pathetic. I had to charge the phone three times a day. If a phone is factory refurbished, then don't they check the battery quality? Anyway, I returned the product in a week."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","DO NOT BUY THIS PHONE. IT DOESN'T WORK WITH VERIZON OR A&T. Had to return it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Sometimes one can be a little skeptical when purchasing a refurbished iphone. I had 2 positive experience with iphone I bought from this company. The iphone has been working flawlessly."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent phone, looks and works like new."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone worked on arrival but after 3-4 days my daughter noticed that the battery charge did not hold and the phone turned itseld off whenhalf of the battery was discharged. But that is not all. Some days after Wifi stopped working (Wifi button in control center is grayed out).I'm hereby requesting the warranty replacement, but I wouldn't buy another of these ""factory refurbished"" phones from this seller."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","All things a go! I love it, it's just what I expected. Thanks! I upgraded from iPhone 3 to iPhone 4s. The iPhone 4s is way more advanced then my iPhone 3. I feel like I've moved up in technology phase. Can't wait to advance to the iPhone 5 or even the iPhone 6s.👍🏽📱📲"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Product was as advertised and in very good shape. It arrived on time. I think it was an excellent value."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","i love it thanks for the speedy order"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Had to return. Phone got hot with just a few minutes use. Not well refurbished."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Fast delivery, though one week of use battery not holding charge and now just completely DIED. Didn't come with all accessories as stated and cheap replacement charger. Returning"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Although a refurbished one, it turned to be as good as new"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","One of the 2 phones come with failure wifi."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","NOT UNLOCKED!!!!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great outstanding.!!!!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The Betry of this phone is almost dead, I mean it gives maxi 3 hours similarly they said factory unlocked but it is not factory unlock it is At&t phone so I am don't need it I am gona send it back..."
